balance,balance_frequency,purchases,oneoff_purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,installments_purchases_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure
95.802,1.0,218.96,0.0,218.96,0.0,0.909,0.0,0.909,0.0,0.0,10.0,2500.0,120.527,161.17,0.0,11.0
1519.397,1.0,0.0,0.0,0.0,1825.201,0.0,0.0,0.0,0.333,11.0,0.0,2000.0,412.126,527.788,0.0,12.0
98.427,1.0,389.24,0.0,389.24,0.0,0.667,0.0,0.583,0.0,0.0,11.0,8500.0,371.314,178.046,0.0,12.0
1765.263,1.0,73.8,0.0,73.8,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1800.0,356.324,679.201,0.0,12.0
190.873,0.545,3011.36,0.0,3011.36,0.0,0.5,0.0,0.417,0.0,0.0,6.0,7500.0,2543.018,70.915,0.3,12.0
2454.61,1.0,1635.69,0.0,1635.69,486.814,1.0,0.0,1.0,0.083,1.0,33.0,3000.0,1442.488,1113.098,0.0,12.0
5934.611,1.0,0.0,0.0,0.0,302.678,0.0,0.0,0.0,0.25,5.0,0.0,6000.0,1065.956,2394.243,0.0,12.0
67.516,0.909,640.48,640.48,0.0,0.0,0.75,0.75,0.0,0.0,0.0,12.0,500.0,531.228,162.318,0.091,12.0
91.478,0.636,209.4,0.0,209.4,0.0,0.333,0.0,0.333,0.0,0.0,4.0,2000.0,431.612,129.716,0.0,12.0
3341.352,1.0,192.96,0.0,192.96,917.201,1.0,0.0,1.0,0.333,10.0,12.0,3500.0,1136.74,1603.866,0.0,12.0
969.346,0.545,0.0,0.0,0.0,7217.705,0.0,0.0,0.0,0.25,5.0,0.0,5200.0,7122.695,218.464,0.167,12.0
1048.893,1.0,0.0,0.0,0.0,115.766,0.0,0.0,0.0,0.25,4.0,0.0,1100.0,218.649,598.911,0.0,12.0
73.065,1.0,221.52,0.0,221.52,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1500.0,210.014,178.182,0.0,12.0
2610.998,0.818,328.7,328.7,0.0,0.0,0.333,0.333,0.0,0.0,0.0,4.0,8000.0,4256.386,935.304,0.0,12.0
2.485,0.364,41.2,41.2,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,2000.0,91.093,104.027,0.0,12.0
1736.93,1.0,616.0,0.0,616.0,0.0,0.917,0.0,0.917,0.0,0.0,11.0,1900.0,803.881,644.159,0.0,12.0
7.169,0.273,88.04,88.04,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,1500.0,553.411,85.677,0.0,12.0
954.061,1.0,279.76,0.0,578.55,325.077,0.583,0.0,0.667,0.333,4.0,14.0,1000.0,956.029,1033.373,0.0,12.0
55.177,0.8,532.64,0.0,532.64,0.0,0.8,0.0,0.7,0.0,0.0,8.0,2500.0,547.609,136.198,1.0,10.0
1348.085,1.0,0.0,0.0,0.0,1364.2,0.0,0.0,0.0,0.25,6.0,0.0,3500.0,721.057,372.603,0.0,12.0
80.168,0.545,1053.52,1053.52,0.0,0.0,0.417,0.417,0.0,0.0,0.0,12.0,3000.0,970.481,67.064,0.125,12.0
3265.116,0.727,2147.01,0.0,2147.01,0.0,1.0,0.0,1.0,0.0,0.0,60.0,8000.0,8481.014,2978.656,0.0,12.0
2659.824,1.0,3384.83,812.11,2572.72,0.0,1.0,0.333,1.0,0.0,0.0,82.0,5700.0,2798.135,661.57,0.0,12.0
1739.666,1.0,0.0,0.0,0.0,2878.738,0.0,0.0,0.0,0.333,7.0,0.0,4500.0,5130.544,531.072,0.083,12.0
5271.415,1.0,0.0,0.0,0.0,2193.805,0.0,0.0,0.0,0.25,7.0,0.0,6500.0,1479.004,1321.469,0.0,12.0
1179.878,1.0,0.0,0.0,0.0,127.034,0.0,0.0,0.0,0.333,4.0,0.0,1200.0,400.481,355.301,0.0,12.0
1278.28,1.0,15.0,15.0,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,1500.0,275.226,436.116,0.0,12.0
1008.494,1.0,639.7,0.0,639.7,0.0,1.0,0.0,1.0,0.0,0.0,32.0,1000.0,862.82,1027.531,0.0,12.0
176.992,0.273,763.71,763.71,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,1200.0,314.597,166.36,0.0,12.0
1197.053,1.0,298.51,97.5,201.01,1362.138,0.636,0.091,0.455,0.091,2.0,8.0,1700.0,2048.896,486.58,0.111,11.0
134.613,0.727,0.0,0.0,0.0,447.255,0.0,0.0,0.0,0.091,1.0,0.0,2500.0,414.896,200.077,0.0,11.0
2285.655,0.9,3648.73,2517.43,1131.3,2034.664,0.9,0.9,0.6,0.5,7.0,46.0,7000.0,586.677,558.834,0.0,10.0
10.268,0.273,0.0,0.0,0.0,491.149,0.0,0.0,0.0,0.25,23.0,0.0,500.0,2117.309,65.341,1.0,12.0
7.031,0.455,502.33,424.0,78.33,0.0,0.417,0.167,0.167,0.0,0.0,5.0,2500.0,844.12,25.456,0.0,12.0
2475.508,1.0,569.85,233.04,336.81,1909.471,0.667,0.083,0.583,0.25,3.0,14.0,5000.0,672.049,658.658,0.0,12.0
5058.3,1.0,968.43,240.0,728.43,4968.818,1.0,0.083,1.0,0.417,13.0,32.0,8000.0,1899.738,1600.269,0.0,12.0
5.721,0.9,83.43,0.0,83.43,0.0,0.9,0.0,0.8,0.0,0.0,9.0,1500.0,78.56,91.631,0.375,10.0
5.168,0.182,69.0,29.0,40.0,0.0,0.083,0.083,0.083,0.0,0.0,3.0,5000.0,167.351,41.84,0.182,12.0
2306.699,0.727,12784.51,11246.07,1538.44,191.653,0.667,0.667,0.333,0.083,1.0,68.0,6200.0,13705.004,1310.292,0.0,12.0
1075.185,1.0,398.53,45.65,352.88,0.0,0.917,0.083,0.917,0.0,0.0,12.0,1000.0,579.035,1205.387,0.0,12.0
2675.418,1.0,55.0,55.0,0.0,315.402,0.083,0.083,0.0,0.25,3.0,1.0,3000.0,579.528,1323.696,0.0,12.0
711.175,1.0,155.39,155.39,0.0,0.0,0.167,0.167,0.0,0.0,0.0,4.0,8500.0,615.867,190.288,0.0,12.0
1917.896,1.0,285.07,285.07,0.0,6084.859,0.364,0.364,0.0,1.091,28.0,6.0,3000.0,5692.683,556.45,0.0,11.0
204.614,0.818,1410.6,411.6,999.0,0.0,0.583,0.417,0.167,0.0,0.0,8.0,4000.0,1933.516,150.081,0.2,12.0
0.92,0.455,343.4,0.0,343.4,0.0,0.833,0.0,0.833,0.0,0.0,10.0,3000.0,347.017,13.715,0.0,12.0
58.648,0.909,528.65,108.32,420.33,0.0,0.667,0.083,0.417,0.0,0.0,12.0,2000.0,539.968,115.496,0.571,12.0
61.588,0.818,250.0,39.0,211.0,0.0,0.667,0.083,0.667,0.0,0.0,12.0,1000.0,282.557,149.753,0.111,12.0
1938.576,1.0,333.54,310.19,23.35,2738.947,0.571,0.429,0.143,0.857,7.0,4.0,2000.0,867.234,586.992,0.0,7.0
1455.737,1.0,1171.88,1171.88,0.0,19.619,0.364,0.364,0.0,0.091,1.0,25.0,3700.0,350.75,343.006,0.0,11.0
2286.673,0.818,0.0,0.0,0.0,2617.931,0.0,0.0,0.0,0.083,2.0,0.0,3000.0,602.564,648.46,0.0,12.0
64.152,0.818,487.0,487.0,0.0,0.0,0.667,0.667,0.0,0.0,0.0,13.0,500.0,454.889,127.732,0.2,12.0
1839.123,1.0,1055.32,0.0,1055.32,3780.153,0.917,0.0,0.833,0.25,3.0,19.0,6500.0,2842.038,541.368,0.0,12.0
1595.98,1.0,0.0,0.0,0.0,138.761,0.0,0.0,0.0,0.333,4.0,0.0,2400.0,351.306,440.128,0.0,12.0
1826.388,1.0,0.0,0.0,0.0,89.176,0.0,0.0,0.0,0.167,2.0,0.0,2000.0,367.804,4653.581,0.0,12.0
10092.236,1.0,8710.72,6799.79,1910.93,0.0,1.0,0.75,0.833,0.0,0.0,83.0,18000.0,4557.361,2831.403,0.0,12.0
133.099,1.0,1170.0,0.0,1170.0,0.0,1.0,0.0,0.9,0.0,0.0,12.0,1000.0,1068.503,161.817,0.444,10.0
1146.669,1.0,439.08,108.45,330.63,0.0,0.818,0.182,0.727,0.0,0.0,15.0,1200.0,1476.257,616.863,0.0,11.0
1528.572,1.0,0.0,0.0,0.0,172.931,0.0,0.0,0.0,0.167,2.0,0.0,1600.0,353.582,559.03,0.0,12.0
7886.876,1.0,968.26,734.32,233.94,3528.822,0.917,0.917,0.417,0.417,15.0,35.0,9500.0,2016.609,2885.448,0.0,12.0
266.476,0.273,0.0,0.0,0.0,1560.736,0.0,0.0,0.0,0.167,2.0,0.0,1500.0,792.623,226.587,0.0,12.0
3985.638,1.0,20.0,20.0,0.0,1306.184,0.083,0.083,0.0,0.333,5.0,1.0,6000.0,1203.181,1148.849,0.0,12.0
1308.128,1.0,623.03,0.0,623.03,0.0,0.917,0.0,0.833,0.0,0.0,15.0,1500.0,306.968,356.088,0.0,12.0
6231.293,1.0,0.0,0.0,0.0,9423.622,0.0,0.0,0.0,0.5,7.0,0.0,10500.0,7690.562,1730.103,0.083,12.0
1150.868,1.0,108.0,0.0,108.0,0.0,0.333,0.0,0.333,0.0,0.0,4.0,1000.0,98.196,9448.613,0.0,12.0
1396.8,1.0,210.62,210.62,0.0,0.0,0.167,0.167,0.0,0.0,0.0,3.0,1500.0,703.616,442.117,0.0,12.0
1.707,0.182,32.04,0.0,32.04,0.0,0.167,0.0,0.083,0.0,0.0,2.0,2500.0,118.932,150.601,1.0,12.0
542.037,1.0,423.86,423.86,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,2500.0,770.057,211.128,0.0,12.0
2511.847,1.0,109.0,109.0,0.0,317.453,0.2,0.2,0.0,0.8,13.0,2.0,8000.0,456.81,734.758,0.0,10.0
3044.27,1.0,93.31,93.31,0.0,789.697,0.083,0.083,0.0,0.167,2.0,1.0,3500.0,670.72,949.521,0.0,12.0
3990.524,1.0,263.5,190.6,72.9,0.0,0.667,0.083,0.583,0.0,0.0,8.0,6000.0,6876.836,1001.607,0.083,12.0
1222.081,0.818,750.0,0.0,750.0,2452.136,1.0,0.0,1.0,0.333,4.0,12.0,2500.0,554.326,260.876,0.0,12.0
97.168,1.0,1639.92,0.0,1639.92,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2150.0,1620.286,1555.793,0.083,12.0
825.977,1.0,0.0,0.0,0.0,904.46,0.0,0.0,0.0,0.167,4.0,0.0,2500.0,522.918,170.398,0.0,12.0
215.994,1.0,835.71,0.0,835.71,0.0,1.0,0.0,0.917,0.0,0.0,28.0,5500.0,794.991,178.249,0.0,12.0
1129.186,1.0,0.0,0.0,0.0,1385.126,0.0,0.0,0.0,0.25,3.0,0.0,1500.0,1275.072,293.204,0.0,12.0
363.443,1.0,1969.7,1490.2,479.5,0.0,0.917,0.75,0.833,0.0,0.0,47.0,1200.0,1428.884,200.918,0.3,12.0
1497.87,1.0,806.64,681.69,124.95,0.0,0.833,0.75,0.417,0.0,0.0,26.0,1700.0,826.297,857.418,0.0,12.0
6.956,0.455,630.42,342.53,287.89,0.0,1.0,1.0,1.0,0.0,0.0,31.0,4000.0,671.282,47.609,0.1,12.0
3128.613,1.0,3875.71,2244.32,1631.39,0.0,1.0,0.917,1.0,0.0,0.0,98.0,6500.0,1628.411,1548.16,0.0,12.0
739.847,0.909,329.25,0.0,329.25,1153.946,0.75,0.0,0.75,0.167,6.0,13.0,1000.0,2406.978,517.27,0.0,12.0
49.206,1.0,870.24,0.0,870.24,0.0,1.0,0.0,1.0,0.0,0.0,24.0,8000.0,835.84,193.011,1.0,12.0
4382.112,1.0,294.75,0.0,294.75,4945.021,0.75,0.0,0.75,0.917,25.0,11.0,4000.0,6445.787,6059.764,0.0,12.0
11.25,0.636,141.12,0.0,141.12,0.0,0.583,0.0,0.5,0.0,0.0,7.0,5000.0,94.386,89.013,0.167,12.0
2966.412,1.0,1473.26,0.0,1473.26,979.389,1.0,0.0,1.0,0.167,2.0,20.0,3500.0,1464.912,1562.426,0.0,12.0
8.586,0.545,512.59,352.5,160.09,0.0,0.5,0.083,0.333,0.0,0.0,10.0,2500.0,908.19,67.459,0.25,12.0
653.881,0.909,0.0,0.0,0.0,1366.204,0.0,0.0,0.0,0.417,7.0,0.0,1400.0,205.71,271.728,0.0,12.0
6629.045,1.0,0.0,0.0,0.0,12178.963,0.0,0.0,0.0,0.833,31.0,0.0,8000.0,10117.711,2189.436,0.0,12.0
834.789,1.0,0.0,0.0,0.0,207.027,0.0,0.0,0.0,0.091,2.0,0.0,13500.0,717.257,233.2,0.0,11.0
175.636,1.0,0.0,0.0,0.0,54.18,0.0,0.0,0.0,0.083,2.0,0.0,1800.0,324.105,209.433,0.0,12.0
4.417,0.182,27.42,0.0,27.42,0.0,0.083,0.0,0.083,0.0,0.0,1.0,1800.0,228.418,175.836,1.0,12.0
2830.364,1.0,1412.76,0.0,1412.76,2045.095,1.0,0.0,1.0,0.417,6.0,25.0,5000.0,6940.278,759.347,0.0,12.0
1451.584,1.0,1216.58,561.9,654.68,0.0,0.667,0.167,0.667,0.0,0.0,12.0,4000.0,603.722,318.084,0.0,12.0
2106.417,1.0,2151.93,1386.67,765.26,0.0,0.833,0.5,0.75,0.0,0.0,21.0,4200.0,2190.962,601.921,0.0,12.0
970.121,1.0,120.0,120.0,0.0,394.627,0.083,0.083,0.0,0.25,8.0,1.0,1500.0,1646.068,299.387,0.0,12.0
13763.474,1.0,9670.84,6701.08,2969.76,1896.205,1.0,0.75,1.0,0.167,2.0,88.0,17500.0,24199.111,3039.137,0.083,12.0
19.411,1.0,229.92,0.0,229.92,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2000.0,254.145,142.377,0.5,12.0
7679.629,1.0,4059.93,0.0,4059.93,555.469,0.583,0.0,0.5,0.167,7.0,14.0,7000.0,3685.611,12854.94,0.0,12.0
79.554,0.636,472.71,472.71,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,16000.0,563.83,108.58,0.0,12.0
23.399,0.833,144.4,0.0,144.4,0.0,0.833,0.0,0.667,0.0,0.0,5.0,1000.0,81.271,82.418,0.25,6.0
96.799,1.0,537.36,537.36,0.0,625.808,1.0,1.0,0.0,0.083,3.0,12.0,1500.0,1133.874,185.212,0.917,12.0
8.821,0.636,124.0,0.0,124.0,0.0,0.545,0.0,0.455,0.0,0.0,6.0,1000.0,193.804,127.388,1.0,11.0
5905.955,1.0,1642.94,1642.94,0.0,2154.942,0.333,0.333,0.0,0.417,5.0,4.0,12200.0,1439.106,1429.521,0.0,12.0
1919.099,1.0,240.27,102.26,138.01,2116.077,0.833,0.083,0.75,0.583,17.0,11.0,3200.0,763.674,744.714,0.0,12.0
4939.646,1.0,470.54,139.38,331.16,8753.243,0.75,0.333,0.583,0.917,39.0,14.0,10000.0,11721.866,1183.292,0.083,12.0
1079.463,1.0,389.21,50.0,339.21,190.643,0.917,0.083,0.917,0.167,2.0,12.0,1200.0,716.007,804.76,0.0,12.0
2255.261,1.0,0.0,0.0,0.0,550.831,0.0,0.0,0.0,0.167,2.0,0.0,2500.0,582.885,782.752,0.0,12.0
2089.997,1.0,2576.0,2576.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,4.0,5700.0,574.515,531.183,0.0,12.0
1004.262,1.0,150.0,0.0,150.0,0.0,0.333,0.0,0.333,0.0,0.0,6.0,1000.0,390.113,851.977,0.0,12.0
46.817,1.0,539.88,0.0,539.88,0.0,1.0,0.0,1.0,0.0,0.0,14.0,6000.0,457.377,187.088,0.75,12.0
115.34,1.0,54.67,0.0,54.67,727.569,0.167,0.0,0.167,0.167,2.0,2.0,1200.0,410.867,115.036,0.0,12.0
3310.574,1.0,717.14,649.14,68.0,0.0,0.5,0.333,0.083,0.0,0.0,7.0,12500.0,1372.959,775.796,0.0,12.0
13968.48,1.0,281.71,8.9,272.81,2710.68,0.417,0.083,0.333,0.667,12.0,9.0,18500.0,3464.442,3360.086,0.0,12.0
527.965,1.0,2808.2,1332.96,1475.24,0.0,1.0,0.583,1.0,0.0,0.0,71.0,7000.0,2823.314,175.395,0.583,12.0
59.358,0.455,608.8,608.8,0.0,0.0,0.333,0.333,0.0,0.0,0.0,6.0,6000.0,1531.142,133.915,1.0,12.0
1380.73,1.0,145.94,145.94,0.0,589.017,0.083,0.083,0.0,0.167,10.0,3.0,1800.0,610.852,610.251,0.0,12.0
2719.639,1.0,715.81,715.81,0.0,0.0,0.333,0.333,0.0,0.0,0.0,7.0,10000.0,694.103,724.759,0.0,12.0
2506.086,1.0,1723.3,1520.32,202.98,561.814,0.917,0.917,0.667,0.167,3.0,32.0,3000.0,1328.848,1344.154,0.0,12.0
1207.888,0.875,1342.36,1037.96,304.4,1738.109,0.875,0.875,0.5,0.25,2.0,27.0,4000.0,288.883,312.026,0.0,8.0
785.199,1.0,1207.42,1207.42,0.0,0.0,0.583,0.583,0.0,0.0,0.0,21.0,1200.0,374.231,294.573,0.0,12.0
91.266,0.909,701.59,701.59,0.0,0.0,0.333,0.333,0.0,0.0,0.0,6.0,3200.0,812.383,140.176,0.1,12.0
36.024,0.182,273.8,273.8,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,5500.0,174.526,259.524,1.0,12.0
6388.821,1.0,5154.75,1622.06,3532.69,0.0,1.0,0.5,1.0,0.0,0.0,115.0,9500.0,6436.518,1823.79,0.0,12.0
1916.47,1.0,380.0,0.0,380.0,0.0,0.5,0.0,0.417,0.0,0.0,6.0,8500.0,577.248,439.337,0.0,12.0
3997.573,1.0,0.0,0.0,0.0,3516.548,0.0,0.0,0.0,0.273,6.0,0.0,4500.0,1456.275,1310.023,0.0,11.0
852.002,0.727,372.36,0.0,372.36,1655.626,0.417,0.0,0.417,0.167,3.0,5.0,4000.0,347.937,262.22,0.0,12.0
4035.138,1.0,0.0,0.0,0.0,2399.437,0.0,0.0,0.0,0.25,3.0,0.0,7000.0,1474.388,927.058,0.0,12.0
3381.942,1.0,0.0,0.0,0.0,2018.856,0.0,0.0,0.0,0.5,18.0,0.0,4500.0,963.107,908.85,0.0,12.0
2648.245,1.0,0.0,0.0,0.0,10458.978,0.0,0.0,0.0,1.0,123.0,0.0,4000.0,9818.531,665.889,0.0,12.0
1562.633,1.0,1330.62,1169.63,160.99,0.0,0.5,0.167,0.25,0.0,0.0,8.0,2000.0,1020.784,709.61,0.0,12.0
282.873,1.0,484.49,305.0,179.49,0.0,0.667,0.417,0.417,0.0,0.0,15.0,1000.0,341.884,979.921,0.083,12.0
452.094,1.0,5073.53,4752.26,321.27,0.0,1.0,1.0,0.667,0.0,0.0,54.0,7000.0,3923.56,176.275,1.0,12.0
384.803,1.0,549.0,291.0,258.0,0.0,0.5,0.083,0.417,0.0,0.0,9.0,1000.0,569.597,610.732,0.0,12.0
520.075,0.727,0.0,0.0,0.0,2209.491,0.0,0.0,0.0,0.333,22.0,0.0,2000.0,3266.499,186.866,0.286,12.0
176.479,0.545,600.0,600.0,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,1500.0,690.478,77.3,0.0,12.0
10.386,0.818,171.6,0.0,171.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,4000.0,168.371,82.263,0.455,12.0
3508.561,1.0,0.0,0.0,0.0,2251.745,0.0,0.0,0.0,0.083,2.0,0.0,9000.0,4508.113,935.84,0.0,12.0
1608.49,1.0,91.0,46.0,45.0,1756.688,0.5,0.083,0.417,0.583,9.0,7.0,3000.0,492.928,434.15,0.0,12.0
970.862,1.0,563.82,563.82,0.0,0.0,0.833,0.833,0.0,0.0,0.0,10.0,2950.0,350.165,373.63,0.0,12.0
69.142,1.0,872.94,137.3,735.64,0.0,0.917,0.333,0.917,0.0,0.0,24.0,10000.0,721.05,167.657,0.6,12.0
96.109,1.0,938.2,938.2,0.0,148.987,1.0,1.0,0.0,0.083,1.0,12.0,8000.0,3722.654,182.444,0.417,12.0
134.688,1.0,2395.92,0.0,2395.92,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3500.0,2440.778,2164.693,0.917,12.0
31.932,0.364,365.36,0.0,365.36,0.0,0.333,0.0,0.333,0.0,0.0,4.0,1833.333,822.118,137.77,1.0,12.0
145.47,1.0,95.0,38.0,57.0,0.0,0.25,0.083,0.167,0.0,0.0,4.0,1500.0,175.248,162.398,0.0,12.0
24.382,1.0,366.6,0.0,366.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2000.0,335.626,164.249,1.0,12.0
390.008,1.0,0.0,0.0,0.0,463.288,0.0,0.0,0.0,0.083,1.0,0.0,2500.0,250.588,205.178,0.0,12.0
3473.463,1.0,1182.95,718.75,464.2,0.0,1.0,0.583,1.0,0.0,0.0,36.0,6000.0,955.668,1243.191,0.0,12.0
811.072,1.0,208.92,0.0,208.92,206.635,0.667,0.0,0.667,0.167,2.0,8.0,2500.0,282.415,346.657,0.0,12.0
50.078,0.273,339.69,0.0,339.69,0.0,0.25,0.0,0.167,0.0,0.0,6.0,1200.0,76.455,165.076,0.0,12.0
2935.398,1.0,0.0,0.0,0.0,343.694,0.0,0.0,0.0,0.333,10.0,0.0,3000.0,949.675,2723.33,0.0,12.0
1615.436,1.0,2610.29,2406.97,203.32,884.571,0.917,0.667,0.333,0.25,3.0,39.0,3600.0,689.414,383.565,0.0,12.0
1250.885,1.0,892.19,363.85,528.34,0.0,0.417,0.083,0.417,0.0,0.0,6.0,1800.0,461.638,296.028,0.0,12.0
396.668,1.0,2559.41,2469.41,90.0,0.0,0.5,0.333,0.167,0.0,0.0,8.0,4000.0,827.89,188.185,0.0,12.0
117.206,0.818,215.0,215.0,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,1750.0,86.403,182.994,0.0,12.0
470.354,1.0,105.0,105.0,0.0,391.352,0.167,0.167,0.0,0.167,3.0,2.0,700.0,239.928,396.476,0.0,12.0
1362.551,1.0,0.0,0.0,0.0,73.994,0.0,0.0,0.0,0.091,1.0,0.0,1500.0,312.512,357.298,0.0,11.0
126.328,0.909,718.01,718.01,0.0,0.0,0.25,0.25,0.0,0.0,0.0,5.0,7500.0,1067.974,157.341,0.0,12.0
863.81,1.0,507.5,507.5,0.0,695.097,0.167,0.167,0.0,0.083,2.0,3.0,4000.0,587.866,286.449,0.083,12.0
98.365,0.182,65.0,0.0,65.0,0.0,0.167,0.0,0.167,0.0,0.0,2.0,1200.0,718.794,53.655,0.0,12.0
448.809,0.909,0.0,0.0,0.0,667.058,0.0,0.0,0.0,0.083,1.0,0.0,4000.0,651.339,192.141,0.0,12.0
2796.379,1.0,44.7,0.0,44.7,4765.916,0.286,0.0,0.143,0.429,4.0,2.0,9000.0,7821.035,422.308,0.0,7.0
1258.726,1.0,0.0,0.0,0.0,4353.62,0.0,0.0,0.0,0.583,21.0,0.0,3000.0,4229.128,369.442,0.167,12.0
2000.759,1.0,801.77,801.77,0.0,0.0,0.25,0.25,0.0,0.0,0.0,5.0,3000.0,538.119,545.144,0.0,12.0
1155.693,1.0,981.2,326.2,655.0,0.0,0.583,0.167,0.417,0.0,0.0,12.0,1200.0,1279.912,1176.744,0.0,12.0
691.182,1.0,439.92,0.0,439.92,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,162.996,328.466,0.0,12.0
3083.784,1.0,0.0,0.0,0.0,737.653,0.0,0.0,0.0,0.167,2.0,0.0,5500.0,1033.582,746.431,0.0,12.0
825.208,0.8,0.0,0.0,0.0,1270.847,0.0,0.0,0.0,0.3,4.0,0.0,2500.0,411.216,315.604,0.0,10.0
3950.988,1.0,699.44,699.44,0.0,444.077,1.0,1.0,0.0,0.167,3.0,13.0,4000.0,994.406,1817.699,0.0,12.0
78.822,1.0,1333.75,964.72,369.03,0.0,1.0,0.583,0.583,0.0,0.0,18.0,1000.0,1266.895,146.63,0.889,12.0
276.214,0.727,449.86,0.0,449.86,0.0,1.0,0.0,1.0,0.0,0.0,19.0,1000.0,1605.513,199.95,0.182,12.0
2764.81,1.0,390.52,369.8,20.72,75.75,0.333,0.25,0.083,0.083,2.0,6.0,3000.0,743.243,1093.2,0.0,12.0
19.295,1.0,283.8,0.0,283.8,0.0,0.667,0.0,0.667,0.0,0.0,12.0,2000.0,267.972,173.817,0.75,12.0
410.022,0.636,1438.76,1060.66,378.1,0.0,0.583,0.5,0.333,0.0,0.0,24.0,3000.0,424.596,258.959,0.0,12.0
3740.908,1.0,0.0,0.0,0.0,116.632,0.0,0.0,0.0,0.083,1.0,0.0,4000.0,128.372,27146.027,0.0,12.0
121.664,1.0,488.52,0.0,488.52,0.0,0.5,0.0,0.417,0.0,0.0,6.0,7500.0,459.43,255.903,0.0,12.0
16.841,0.273,30.57,0.0,30.57,0.0,0.083,0.0,0.083,0.0,0.0,1.0,4000.0,501.663,122.153,0.0,12.0
6980.228,1.0,4400.0,4000.0,400.0,913.382,0.333,0.083,0.333,0.083,1.0,5.0,10000.0,1530.594,1596.221,0.0,12.0
1350.287,1.0,642.33,642.33,0.0,0.0,0.5,0.5,0.0,0.0,0.0,12.0,9000.0,323.683,344.973,0.0,12.0
510.953,1.0,172.41,172.41,0.0,0.0,0.083,0.083,0.0,0.0,0.0,4.0,1200.0,959.003,242.771,0.0,12.0
1569.712,1.0,375.92,375.92,0.0,38.237,0.333,0.333,0.0,0.083,2.0,6.0,1700.0,530.069,1003.04,0.0,12.0
566.383,1.0,1454.16,1043.25,410.91,0.0,1.0,0.75,1.0,0.0,0.0,44.0,3000.0,1828.965,208.823,0.0,12.0
19.847,1.0,0.0,0.0,0.0,133.05,0.0,0.0,0.0,0.286,2.0,0.0,1200.0,48.739,97.986,0.0,7.0
1469.721,1.0,0.0,0.0,0.0,170.376,0.0,0.0,0.0,0.333,5.0,0.0,1500.0,395.487,513.398,0.0,12.0
1337.134,1.0,0.0,0.0,0.0,73.355,0.0,0.0,0.0,0.083,1.0,0.0,1500.0,349.862,350.034,0.0,12.0
3781.054,1.0,764.19,0.0,764.19,279.138,0.667,0.0,0.667,0.167,3.0,29.0,7000.0,1640.239,2951.847,0.0,12.0
311.54,0.778,2783.03,2007.26,775.77,0.0,0.778,0.778,0.667,0.0,0.0,32.0,2000.0,2924.377,135.531,1.0,9.0
19.296,1.0,210.0,0.0,210.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,296.474,159.039,0.5,12.0
377.569,1.0,542.51,542.51,0.0,0.0,0.5,0.5,0.0,0.0,0.0,9.0,1000.0,567.687,175.937,0.0,12.0
734.664,0.75,218.0,218.0,0.0,952.495,0.125,0.125,0.0,0.125,1.0,1.0,1500.0,992.813,164.909,0.0,8.0
1225.201,1.0,1842.64,1842.64,0.0,0.0,0.583,0.583,0.0,0.0,0.0,8.0,1200.0,2326.846,996.543,0.0,12.0
290.175,1.0,345.17,219.8,125.37,0.0,0.636,0.182,0.545,0.0,0.0,11.0,6000.0,376.607,184.177,0.0,11.0
32.093,0.909,573.02,0.0,573.02,0.0,0.833,0.0,0.75,0.0,0.0,10.0,2000.0,560.142,128.368,0.556,12.0
3.02,0.25,45.6,0.0,45.6,0.0,0.25,0.0,0.25,0.0,0.0,2.0,1600.0,73.213,111.929,0.0,8.0
118.918,0.833,1151.64,365.0,786.64,0.0,0.833,0.167,0.5,0.0,0.0,8.0,2000.0,891.288,70.637,1.0,6.0
48.213,1.0,403.1,403.1,0.0,0.0,0.667,0.667,0.0,0.0,0.0,8.0,7000.0,341.196,158.742,0.667,12.0
62.105,0.636,377.62,0.0,377.62,0.0,0.5,0.0,0.5,0.0,0.0,6.0,2500.0,548.9,99.169,0.182,12.0
299.765,1.0,2352.2,1136.7,1215.5,0.0,0.917,0.667,0.75,0.0,0.0,30.0,6500.0,2671.28,185.469,0.25,12.0
